name,latitude,longitude,verification_score
Shoppers Drug Mart,49.2348942,-123.159766,"not matched: 43.38, ['Kerrisdale', (49.2348097, -123.1598491)]"
Captain's Oven Pizza,49.1782605,-122.8420778,not matched
Spin + Yin Cycle & Mindfulness Studio,49.267011,-123.006258,"not matched: 42.03, ['Cuppajoe Coffee Roasters', (49.2670568, -123.0062791)]"
Evergreen Cannabis Society,49.2682096,-123.1696307,"not matched: 27.79, ['Linh Café', (49.2682499, -123.1690466)]"
Maria's Taverna,49.2679886,-123.158081,"matched: 96.1, [""Maria's Taverna"", (49.2680988, -123.1580755)]"
Kerrisdale Lumber,49.2285004,-123.1559244,not matched
Sport Chek,49.2796613877,-122.7986834344,"not matched: 32.4, [""McDonald's"", (49.2797002, -122.7988456)]"
Faebrew,49.1821680778,-123.1356796515,"not matched: 43.64, ['Sanpoutei Ramen', (49.1821912, -123.1354485)]"
2nd Look Spa,49.2101235,-123.1177705,"not matched: 31.15, ['Fortune Terrace JOY CAFE', (49.2099129, -123.1182598)]"
LUXE Hair Salon,49.2776302,-122.8515314,"not matched: 15.79, ['Tri-City Endodontics', (49.2769105, -122.8512091)]"
Marutama Ra-men,49.2785153,-123.1158076,"matched: 98.5, ['Marutama Ra-men', (49.278532, -123.1157544)]"
Dragon Group Seafood Restaurant,49.1778682044,-123.1255408376,"matched: 93.4, ['Dragon Group Seafood Restaurant', (49.1777093, -123.1253775)]"
MarketPlace IGA,49.2800674,-123.1174988,"not matched: 34.37, ['Falafel King', (49.2801341, -123.118169)]"
Galloway's Fine Food Specialties,49.212222,-122.9219083,"not matched: 43.6, ['Hi Dozo Sushi', (49.2121752, -122.9218505)]"
Anna's Cake House,49.17577,-123.132537,"not matched: 23.65, ['Lansdowne Express Lane', (49.1751966, -123.131887)]"
Cafe Crema,49.3275330198,-123.1565502525,"matched: 97.6, ['Cafe Crema', (49.3274811, -123.156622)]"
Chairlines,49.2646345626,-123.1101672948,"not matched: 16.5, ['Vancouver Animal Emergency and Referral Centre', (49.2646882, -123.1112692)]"
Bayswater Neuromuscular,49.2644805,-123.171416,"not matched: 40.53, ['TeraVBurger', (49.2642602, -123.1716944)]"
Sushi Boss,49.2986583,-122.7872987,"matched: 86.5, ['Sushi Boss', (49.2986719, -122.7866886)]"
Magic Stronghold Games,49.2325664,-123.0242079,"not matched: 40.35, ['Michi Craft Kitchen', (49.2324976, -123.0244448)]"
Banh Mi Saigon,49.235361,-123.0657601,"matched: 97.6, ['Banh Mi Saigon', (49.2353536, -123.065652)]"
Chop Steakhouse & Bar,49.187373,-123.110501,"matched: 89.03, ['Chop Steakhouse Bar', (49.1874358, -123.1107711)]"
Bikes On Robson,49.289171,-123.1315869,"partially matched: 54.9, ['Liuyishou Hotpot Robson', (49.2890376, -123.1320221)]"
Burnaby Hobbies,49.214854,-122.987869,"not matched: 44.51, ['PharmaChoice', (49.2149682, -122.988173)]"
Optomeyes,49.328676,-123.157824,"not matched: 27.94, ['Chef Hung Taiwanese Noodle', (49.3283331, -123.1581623)]"
Fujiya,49.1916585024,-123.1105853709,"not matched: 44.07, ['Pizza Pizza', (49.1916929, -123.1106699)]"
TEAJA Lab,49.2756245,-123.1202528,"not matched: 45.6, ['Hula', (49.2755974, -123.120309)]"
iPhone Doctor,49.2890630694,-123.127246989,"not matched: 34.77, ['Kiku Sushi Restaurant', (49.2892662, -123.1269369)]"
Ashiana Tandoori Restaurant,49.2492719,-123.074597,"partially matched: 77.64, ['Ashiana Tandoori', (49.2492671, -123.074497)]"
Calabria Meat Market,49.2373209,-123.0656183,"partially matched: 52.17, [""Kalvin's Szechuan Restaurant"", (49.2372505, -123.0655991)]"
Patina Brewing,49.2615479251,-122.7835268779,"not matched: 25.46, ['Shaughnessy', (49.2616016, -122.783011)]"
Me-N-Ed's Pizza Parlor,49.2492752,-122.8605733,"not matched: 37.59, [""McDonald's"", (49.2493142, -122.8601594)]"
Yaletown Medical Clinic,49.2732711,-123.1228968,"matched: 95.8, ['Yaletown medical clinic', (49.2733083, -123.123068)]"
Quidditas,49.2676056,-123.0694775,"not matched: 42.08, ['Riddim & Spice', (49.2674124, -123.0699392)]"
Total Therapy Rehabilitation & Wellness Centre,49.2237266,-122.9987012,"partially matched: 63.65, ['Total Therapy', (49.2237341, -122.9987521)]"
Granville St Tattoo,49.2775552,-123.1259023,"partially matched: 51.39, [""Grade 'A' Restaurant"", (49.2774719, -123.1259922)]"
Blenz Coffee,49.2902494,-123.137603,"matched: 99.1, ['Blenz Coffee', (49.2902367, -123.1375735)]"
Eye Lab,49.234868,-123.1609993,"not matched: 30.88, ['One Bowl', (49.2350707, -123.1615614)]"
Spartacus Gym,49.270897,-123.069247,"not matched: 34.0, ['Compass Clinic', (49.2711552, -123.069395)]"
St Regis FIne Wines,49.2826502,-123.1176947,"not matched: 27.06, ['West Georgia', (49.2820869, -123.118168)]"
Café Calabria,49.2689141,-123.0700145,"matched: 91.79, ['Cafe Calabria', (49.2689086, -123.0698532)]"
HK BBQ Master,49.1793194,-123.138493,"partially matched: 67.53, ['HK B.B.Q. Master', (49.1797321, -123.1377358)]"
Chad Thai,49.2809526,-123.015925,"partially matched: 72.15, ['Chad Thai Restaurant', (49.2809353, -123.0159375)]"
TD Bank Financial Group,49.2337863794,-123.1166445209,"partially matched: 59.4, ['TD Canada Trust', (49.2337891, -123.1166142)]"
Pacific Angler Fishing Tackle & Fly Shop,49.2629777432,-123.1033675116,"not matched: 24.0, ['Subway', (49.2628323, -123.1032249)]"
Top Hat Cleaning,49.2455531,-123.0641629,"not matched: 23.16, ['Esso', (49.2453441, -123.0647227)]"
Porsche Centre Vancouver,49.2709499,-123.0903448,not matched
Yoshida Notary Public,49.280363,-123.122785,"not matched: 30.64, ['Railtown Cafe', (49.2802382, -123.1232584)]"
Pho Capital,49.2445239748,-122.8917860251,"not matched: 24.71, ['TD Canada Trust', (49.2439052, -122.891538)]"
Lavar Spa,49.273822,-123.1205887,"not matched: 35.57, ['AARM Dental Group in Yaletown', (49.2740636, -123.1203637)]"
WannaDo Beauty Studio,49.2680955216,-122.9995273054,"not matched: 27.93, ['London Drugs', (49.2687081, -122.9997696)]"
Mala Fade Barber,49.2488269125,-122.8627480567,"not matched: 29.46, ['Coffee & Vanilla', (49.2488267, -122.863287)]"
Naruto Sushi,49.2599555,-123.0700561,"matched: 99.1, ['Naruto Sushi', (49.2599467, -123.0700878)]"
Altitudes Bistro,49.37024451,-123.0986873304,not matched
Aritzia,49.2274845,-122.9998322,"not matched: 47.93, ['HellCrust Pizza', (49.2275306, -122.999928)]"
Chura Hair Salon,49.2796522,-123.1082323,"not matched: 46.99, ['Hai Phong', (49.2796305, -123.10861)]"
Citrus Nail Lounge,49.283102,-122.8257357,"not matched: 26.38, ['Murasaki', (49.2825785, -122.8255002)]"
Lift Breakfast Bakery,49.3120182658,-123.0787463812,"not matched: 33.38, ['Buddha-full', (49.3122034, -123.0789593)]"
The Eatery,49.2644072,-123.1807611,"matched: 97.9, ['The Eatery', (49.2644636, -123.1807715)]"
Kyuzo Japanese Restaurant,49.2340910614,-123.1401199847,"matched: 91.6, ['Kyuzo Japanese Restaurant', (49.2338606, -123.1399736)]"
Pizza Hut,49.1315569,-122.8921975,"not matched: 28.11, ['Scottsdale', (49.1313803, -122.892251)]"
Euro Food Plus,49.290276,-123.13416,"not matched: 45.72, ['Momo Sushi', (49.2903487, -123.1342776)]"
Rothman & Co,49.2644982,-123.1780594,"not matched: 32.19, ['Jun Sushi', (49.2643924, -123.1782983)]"
Sunset Inn & Suites,49.2800469,-123.1324611,"not matched: 25.8, ['Kiss & Tell Lounge', (49.2801451, -123.131353)]"
Mui Ngo Gai,49.2445738,-123.0645772,"matched: 96.7, ['Mui Ngo Gai', (49.2446462, -123.0644833)]"
Exposure,49.2729411,-123.0694168,"not matched: 29.73, [""Turk's"", (49.2732092, -123.0693164)]"
Yaas Grill House,49.3281022288,-123.072501724,"matched: 97.3, ['Yaas Grill House', (49.3281564, -123.0725782)]"
Kitstaya Sushi,49.264385,-123.1741645,"matched: 97.6, ['Kitstaya Sushi', (49.2643226, -123.1741959)]"
Sovereign Motors,49.2052332,-123.1231564,not matched
Radiant Hair & Nail Salon,49.2630824,-123.1171588,"not matched: 42.8, ['Elysian Coffee Roasters', (49.2630977, -123.1172998)]"
Vega Line Moving & Storage Services,49.1903350284,-123.0589978359,not matched
Nuvola Gelato & Dolci,49.2807245,-122.9968651,"not matched: 27.78, ['Beta Pharmacy', (49.2811894, -122.9971423)]"
FitForever Fitness Center,49.2696453723,-123.0715552916,not matched
Blubird,49.285595,-123.1244151,"not matched: 26.21, ['Subway', (49.2860886, -123.1252316)]"
Freshslice Pizza,49.1891098,-122.8473689,"matched: 98.2, ['Freshslice Pizza', (49.1890794, -122.8474254)]"
Planet Rock,49.2789564,-123.1242795,"not matched: 38.17, ['Thai Town Restaurant', (49.2786415, -123.124214)]"
Royal Limo,49.2064361,-123.1388174,not matched
B & D Auto Body & Glass,49.2717167,-123.0771877,not matched
Neptune Chinese Kitchen - Davie,49.2812277,-123.1321845822,"matched: 85.55, ['Neptune Chinese Kitchen', (49.281185, -123.132227)]"
Anatoli Souvlaki,49.3108061,-123.0797624,"matched: 89.5, ['Anatoli Souvlaki', (49.3106852, -123.0801966)]"
Trev Deeley Motorcycles,49.26807,-123.024483,not matched
Wooden Fish,49.3280625478,-123.1544808671,"not matched: 32.52, ['Vancity', (49.3278486, -123.154708)]"
Parker Place,49.181922,-123.134213,"not matched: 26.41, ['Kung Fu Noodle', (49.1814107, -123.1341625)]"
Blue Ruby Jewellery,49.2844187,-123.1243629,"not matched: 30.0, ['Starbucks', (49.2846042, -123.124593)]"
Ignite Pizzeria,49.2847587936,-123.1110998399,"not matched: 40.34, ['Steamworks', (49.2848692, -123.1109875)]"
MARIMBA,49.2833397819,-123.1196691468,"not matched: 35.32, ['Cafe Bel', (49.2833178, -123.1191)]"
C Style Beauty Salon,49.2308909269,-123.0904303864,"not matched: 47.06, ['Little Caesars', (49.2308106, -123.090808)]"
Pho Central,49.2815208194,-123.1326157705,"matched: 97.0, ['Pho Central', (49.2814332, -123.132631)]"
Home Outfitters,49.176351508,-123.1336981048,"not matched: 15.67, ['Toku Japanese Restaurant', (49.1764107, -123.1323338)]"
Chez Christophe Chocolaterie Patisserie,49.2808467,-122.9969686,"not matched: 32.16, ['Beta Pharmacy', (49.2811894, -122.9971423)]"
Pawsh Dog Spa,49.2760077,-123.1151533,"not matched: 36.87, ['Pho Khanh', (49.2762561, -123.1155406)]"
Tala Florist,49.2263419,-122.9931429,"not matched: 46.91, ['Mama Rich', (49.2265557, -122.99322)]"
Windsor Plywood,49.2632771,-122.9799918,not matched
Jim Pattison Lexus Northshore,49.3159428,-123.0986735,not matched
Match Eatery And Public House,49.1863035,-122.9561838,"not matched: 46.55, ['Match', (49.1865802, -122.9557712)]"
Orchid Beauty Centre,49.2510753,-123.078178,"not matched: 40.55, ['Grace of India', (49.2511829, -123.0784268)]"
West End Farmers Market,49.2830174307,-123.1305995911,not matched
La Derma Medical Aesthetics,49.2787027487,-123.1291455,"not matched: 45.13, ['Dolce Dental', (49.2786956, -123.1290885)]"
Harmonious Appliances Servicing,49.2660017,-123.0080826,not matched
Museum of Vancouver,49.2762622445,-123.1444580376,not matched
May's Fashions,49.283574,-123.1129481,"not matched: 44.76, ['Moii Cafe', (49.2835821, -123.1129034)]"
Woody's On Brunette,49.2374293,-122.8702543,"matched: 97.9, [""Woody's on Brunette"", (49.2374083, -122.870333)]"
Kix Tanning Salon,49.2577803,-123.1684423,"not matched: 39.58, ['Starbucks', (49.2578202, -123.1682797)]"
Himalaya Restaurant,49.224847,-123.1018635,"matched: 98.5, ['Himalaya Restaurant', (49.2248105, -123.1018704)]"
Golphis Steak and Lobster,49.2764108,-122.857791,"matched: 92.92, ['Golphis Steak & Lobster', (49.2763822, -122.857784)]"
Fatburger,49.2802519808,-123.1103474647,"not matched: 41.22, ['Famoso Pizzeria & Bar', (49.2803275, -123.1104938)]"
Saje Natural Wellness,49.2837626,-122.7932065,"not matched: 37.17, ['Caffe Divano', (49.2839076, -122.7934359)]"
Proline Trading International,49.2064356,-123.0174294,not matched
30 Minute Hit,49.229093659,-122.8932265056,"not matched: 31.42, ['Thai New West', (49.229018, -122.892597)]"
Great Dane Coffee,49.2700488028,-123.2507554453,not matched
Steveston Seafood House,49.1253576,-123.1816229,"matched: 97.6, ['Steveston Seafood House', (49.1253012, -123.1816751)]"
Hillcrest Recreation Centre,49.243912,-123.107429,"not matched: 49.98, ['Blue Parrot Coffee', (49.2439478, -123.1073594)]"
Shoppers Drug Mart,49.2631235,-122.8403149,"not matched: 38.74, ['Subway', (49.2631825, -122.8402209)]"
Kirmac Collision & AutoGlass,49.2693459,-123.098426,not matched
Dominic Chan Headshots,49.2338109,-123.1091687,not matched
Kromatik Hair Studio,49.2804534,-123.0030987,"not matched: 38.19, ['Afghan Turkish Cuisine', (49.2806426, -123.002827)]"
Bruncheria Cafe,49.2023068,-122.9091329,"partially matched: 54.25, ['Donuteria', (49.2023265, -122.9091103)]"
"Sense, A Rosewood Spa",49.2832385,-123.1190627,"not matched: 38.41, ['Cafe Bel', (49.2833178, -123.1191)]"
McCleery Golf Course,49.220655177,-123.168305489,not matched
Teppan Kitchen,49.2848488366,-123.1118022278,"not matched: 39.26, ['Rogue Kitchen & Wetbar', (49.2853939, -123.1114016)]"
Canada Way Busy Bee,49.254968,-123.020899,"not matched: 41.45, ['Nu Sushi Bar', (49.2548905, -123.0206192)]"
T-Rex Food Mart,49.2758932,-123.1001588,"not matched: 31.07, ['Torafuku', (49.276004, -123.0996219)]"
McDonald's,49.2684244908,-123.1594542098,"matched: 97.3, [""McDonald's"", (49.2683578, -123.1595125)]"
Omega Pizza & Wings,49.262905,-122.7807393,"matched: 95.5, ['Omega Pizza & Wings', (49.2628059, -122.780611)]"
Ambleside Dermedics Health Centre,49.328369,-123.160187,"not matched: 30.31, ['Swad Indian Kitchen', (49.3285008, -123.1610892)]"
Bubble 88,49.1880318,-122.8455539,"partially matched: 78.7, ['Bubble 88', (49.1880887, -122.8465151)]"
A Homart Moving,49.2189078,-123.0894192,not matched
LifeLabs,49.2332498545,-123.11752378,"not matched: 21.39, ['HSBC', (49.2337771, -123.1173324)]"
Handy Appliances,49.2251763,-123.0775896,"not matched: 20.37, ['KFC', (49.2256116, -123.0777236)]"
Hannam Optical,49.243656,-122.893065,"not matched: 43.31, ['Busan Daeji Gukbap Korean Restaurant', (49.2436897, -122.8929927)]"
Malaysian Hut,49.1989290069,-122.8143288195,"matched: 97.9, ['Malaysian Hut', (49.1989822, -122.8142808)]"
Joyride Kitsilano,49.2678372,-123.1445686,"not matched: 16.92, ['Elysian Coffee Roasters', (49.2670223, -123.1451203)]"
The Abnormal Beauty Company,49.2254918038,-122.9967994988,"not matched: 43.99, ['Chop n Toss', (49.2255444, -122.9968024)]"
Sushi Yoi,49.2676906,-123.0066466,"matched: 91.0, ['Sushi Yoi', (49.2676495, -123.006245)]"
Fresh Paint,49.2637246,-123.1271165,"not matched: 41.43, ['Minato Japanese Restaurant', (49.263537, -123.1271949)]"
Old Orchard Medical Clinic,49.2314984,-123.0049983,"partially matched: 65.73, ['Old Orchard', (49.2313478, -123.005147)]"
FedEx,49.26390817,-123.0101505149,"not matched: 23.02, ['JC Dental Care', (49.2643167, -123.010861)]"
Colour See See,49.22871,-122.9997720569,"partially matched: 69.7, ['Colour See See Shanghainese Cuisine', (49.2286986, -122.9997494)]"
The Cannibal Cafe,49.2683744,-123.0696119,"partially matched: 78.42, ['Cannibal Café', (49.2683379, -123.069464)]"
Sakeya Sushi,49.2770545,-122.848331,"matched: 97.0, ['Sakeya Sushi', (49.2769717, -122.848341)]"
Epic Grill Silogs,49.1904232,-122.9362717,"matched: 98.5, ['Epic Grill Silogs', (49.1904195, -122.9362038)]"
Happy Lemon,49.2317765,-123.0284076,"matched: 98.2, ['Happy Lemon', (49.2317626, -123.028337)]"
Ike's Café,49.2671271345,-123.2525628341,not matched
0755 Lounge,49.1849827887,-123.1301142112,"partially matched: 67.46, ['0755 Restaurant & Lounge', (49.1851439, -123.1302167)]"
Pizza Pizza,49.2667758706,-123.0043026888,"matched: 96.4, ['Pizza Pizza', (49.2668043, -123.0041529)]"
Executive Hotel LeSoleil,49.2853097,-123.1182573,"not matched: 39.49, ['Copper Chimney', (49.2851543, -123.1182162)]"
The Source,49.2274845,-122.9998322,"partially matched: 50.89, ['The American Cheese Steak Co.', (49.2274703, -122.9998197)]"
Subway,49.2142286,-122.9891329,"matched: 96.4, ['Subway', (49.214159, -122.9890244)]"
Foodee,49.2853442,-123.1124645,"not matched: 26.29, ['Tim Hortons', (49.2850471, -123.112065)]"
Tao Day Spa,49.1236604049,-123.182133788,"not matched: 41.88, ['Kari House Restaurant', (49.1234754, -123.1821433)]"
Jade Seafood Restaurant,49.1931892,-123.1297556,"matched: 88.24, ['The Jade Seafood Restaurant', (49.193073, -123.129836)]"
The Brick,49.2309271083,-122.8601470147,not matched
CoCo Fresh Tea & Juice,49.2345321,-123.0362455,"matched: 99.1, ['COCO Fresh Tea & Juice', (49.2345507, -123.0362568)]"
Starbucks,49.2251358206,-123.0535270877,"matched: 99.1, ['Starbucks', (49.2251239, -123.0535019)]"
La Boqueria,49.2806001,-123.0976188,"matched: 94.6, ['La Boqueria', (49.2804447, -123.0976766)]"
Arion Skin Laser,49.2629456,-123.1167127,"not matched: 44.91, ['Hokkaido Ramen Santouka', (49.263094, -123.1168038)]"
Golden Choice Market,49.2865333,-123.1404937,"not matched: 42.53, ['Red Umbrella Cafe', (49.286421, -123.140262)]"
Marquis Wine Cellars,49.2794854,-123.1302998,"not matched: 42.86, [""Vera's Burger Shack"", (49.2795194, -123.1301024)]"
Coastal Church,49.2864122,-123.1248593,"not matched: 29.51, ['Kirin Mandarin Restaurant', (49.2863279, -123.1256179)]"
Minit-Tune & Brake Auto Centres,49.1824944,-123.1361487,"not matched: 40.94, ['The Deluxe Chinese Restaurant', (49.1827308, -123.136203)]"
Jericho Sailing Centre Association,49.2756044387,-123.2015519989,not matched
Kimprints,49.283381,-123.1035656,"not matched: 39.23, ['The Sardine Can', (49.2831638, -123.1035309)]"
Jenny's Nails On the Drive,49.2655161,-123.0699606,"not matched: 34.55, ['Harambe', (49.2655909, -123.0700235)]"
InGrain Pastificio,49.3166374,-122.9692883,"not matched: 30.41, ['A&W', (49.3164521, -122.969311)]"
Paper-Ya,49.272021,-123.13509,"not matched: 38.39, [""Siegel's Bagels"", (49.2720921, -123.134966)]"
Katsuya,49.2619451,-122.8904787,"matched: 96.1, ['Katsuya', (49.2619031, -122.890642)]"
OK Bottle Depot,49.173208,-123.1426922,not matched
Happy Day Cafe,49.2343463247,-123.0352135908,"partially matched: 76.6, ['Happy Day Cafe', (49.2336484, -123.03531)]"
London School,49.2819958,-123.1077487,"partially matched: 60.25, ['London Drugs', (49.2822589, -123.107967)]"
H2 Rotisserie & Bar,49.2924789,-123.1293348,not matched
Do Most Auto Repairs,49.2557911,-123.0872465,"not matched: 29.96, ['Thanh Thanh', (49.2559475, -123.0877967)]"
Thai Kitchen,49.1537083974,-123.156989,"not matched: 35.63, ['Blundell Centre', (49.1538006, -123.1566963)]"
Access Rent a Car,49.278039,-123.125435,"not matched: 38.38, ['The Pawn Shop', (49.2780334, -123.1251115)]"
Save More Plumbing & Lighting,49.2463463,-123.0680824,"not matched: 29.96, ['Pharmasave', (49.2461241, -123.0676976)]"
Wm Anderson Agencies Ltd,49.2258926,-122.997266,"not matched: 38.8, ['Manchu Wok', (49.2258275, -122.9969398)]"
Blue Star Marble,49.1789329,-123.1012983,not matched
Pho Quynh Express,49.2694396,-123.106191,"matched: 99.1, ['Pho Quynh Express', (49.2694468, -123.1061603)]"
Dog Taxi Daycare & Dog Hotel,49.2685215,-123.103808,"not matched: 31.04, ['Argo Cafe', (49.2685718, -123.1045263)]"
Advantage Chiropractic,49.2797688,-123.1085824,"not matched: 39.57, ['Hai Phong', (49.2796305, -123.10861)]"
Heartbreaker Salon,49.2573026,-123.0906302,"not matched: 41.4, ['Osteria Savio Volpe', (49.2573892, -123.0909119)]"
The Artona Group,49.2650022,-123.1121055,"not matched: 23.31, ['Vancouver Animal Emergency and Referral Centre', (49.2646882, -123.1112692)]"
Hiro Sushi,49.2813977959,-123.0229784232,"matched: 97.9, ['Hiro Sushi', (49.2813429, -123.0229786)]"
Como,49.2647398,-123.1006238,"partially matched: 66.43, ['Como Taperia', (49.2647216, -123.1006324)]"
Speedy Glass,49.1722436,-123.1406229,not matched
Spicy House,49.3279205,-123.0724458,"matched: 98.2, ['Spicy House', (49.3278757, -123.0724225)]"
Clover Earthkind Hair Salon,49.281286,-123.1157816,"not matched: 44.89, ['Vancouver Main', (49.2813538, -123.1156516)]"
BMO Bank of Montreal,49.2193139,-123.0401789,"not matched: 34.5, ['Champlain Mall', (49.2190198, -123.040067)]"
Super Stitch Corp,49.1794557,-123.1379831,"not matched: 43.3, [""Paul's Kitchen"", (49.1797273, -123.137991)]"
Uprising Breads Bakery,49.2767667,-123.070614,"not matched: 29.92, ['The Bunny Cafe', (49.2764633, -123.0699932)]"
Central Motor Service,49.3158519,-122.9535744,"not matched: 29.36, ['Spicy Ginger Kitchen', (49.3162246, -122.9533502)]"
Blink Optometry,49.273194,-123.1208614,"not matched: 40.0, ['Sciué Italian Bakery Caffé', (49.2732067, -123.1207367)]"
Commercial Sushi,49.2617421,-123.0699298,"matched: 95.8, ['Commercial Sushi', (49.2616326, -123.0700247)]"
Starbucks,49.2579339,-123.1681251,"matched: 94.9, ['Starbucks', (49.2578202, -123.1682797)]"
Pearl Castle Café,49.2314049409,-123.0056047378,"matched: 91.99, ['Pearl Castle Cafe', (49.2315354, -123.0056472)]"
Pho Gold Train,49.2783062037,-123.121842,"not matched: 47.48, ['24 Train Express Noodle House', (49.2782532, -123.1218162)]"
PapaGreek,49.1981562,-122.9791998,"partially matched: 78.63, ['Papa Greek', (49.198081, -122.9789295)]"
DDDN Pizza,49.3556004,-123.1059532,"not matched: 32.4, ['Sushi Mori', (49.3556326, -123.105903)]"
Rogue Kitchen & Wetbar,49.2879198,-123.1155763,"matched: 91.3, ['Rogue Kitchen & Wetbar', (49.2876624, -123.1155926)]"
Charles Barber Shop,49.2558009,-123.1153763,"not matched: 49.73, ['Thai Away Home', (49.2557109, -123.1153628)]"
Panos Greek Taverna,49.2106277678,-123.0922826749,"not matched: 47.91, ['Pho Zen Vietnamese Cuisine', (49.210637, -123.092205)]"
Potluck Hawker Eatery,49.2545787,-123.1148931,"matched: 98.8, ['Potluck Hawker Eatery', (49.254585, -123.1149427)]"
The Sport Gallery,49.2717831329,-123.1344202133,"not matched: 48.11, ['The Sandbar', (49.2719814, -123.134014)]"
The Red Wagon,49.2809215,-123.0610371,"matched: 83.39, ['The Red Wagon Cafe', (49.2809895, -123.0611172)]"
My Home Cuisine,49.2664962419,-123.2428851367,"not matched: 34.34, [""McDonald's"", (49.2666817, -123.2425065)]"
Nouvelle Nouvelle,49.2835529,-123.1066575,"not matched: 41.95, ['The Praguery', (49.2834894, -123.1067348)]"
New Town Bakery & Restaurant,49.2542084,-123.1148856,"partially matched: 63.94, ['Monsoon Curry Indian Restaurant', (49.2542829, -123.114953)]"
Choices Markets,49.219271,-123.1497151,"not matched: 37.99, ['Land & Sea Restaurant & Bar', (49.2193318, -123.1493719)]"
Yagger's Downtown Restaurant & Sports Bar,49.2831764,-123.1122509,"partially matched: 57.86, [""Yagger's"", (49.283201, -123.1123664)]"
Old Navy,49.227067,-122.99925,"not matched: 38.94, [""McDonald's"", (49.2273867, -122.9997206)]"
Wendy's,49.1955492361,-123.1770164386,"matched: 83.2, [""Wendy's"", (49.1960345, -123.1771649)]"
Dollar Meat Store,49.2801877,-123.0980396,"not matched: 42.37, ['Kissa Tanto', (49.2804603, -123.0981436)]"
MacLure's Cabs,49.2023465,-123.133955,"not matched: 37.35, ['Wicked Camper Van', (49.2022069, -123.1341593)]"
Vegan Pizza House,49.2073584,-122.875486,not matched
Nektar's Pizza & Greek Food,49.3067998,-122.9536282,"matched: 89.53, [""Nektar's Pizza and Greek food"", (49.3069369, -122.9535048)]"
Tap & Barrel - Shipyards,49.310312383,-123.0800118527,"partially matched: 70.1, ['Tap & Barrel', (49.3101585, -123.080058)]"
Saint Germain Bakery,49.2320456,-123.1186835,not matched
Burrard Acura,49.2704762,-123.0888051,"not matched: 18.87, ['Starbucks', (49.2709784, -123.087674)]"
Unity Yoga Teahouse,49.261369,-123.070084,"not matched: 36.72, ['Health Care Medical Center', (49.2614836, -123.0696102)]"
Le Marché St. George,49.2456344,-123.0941734,"matched: 96.1, ['Le Marché St. George', (49.2457153, -123.094297)]"
Rita's Family Alterations,49.1551395432,-122.8900615705,not matched
African Breese Imports,49.3244596,-123.1027646,"not matched: 13.82, ['Boston Pizza', (49.3242115, -123.1039789)]"
Kibune Sushi,49.2723871,-123.1548029,"matched: 99.1, ['Kibune Sushi', (49.2724034, -123.1548232)]"
The Salvation Army Thrift Store,49.234599,-123.152683,"not matched: 39.41, ['Chef Hung Taiwanese Beef Noodle', (49.2344048, -123.1529424)]"
Aquilini Centre West,49.2778692,-123.1106923,not matched
Pet Food 'N More,49.2637961378,-123.1852485254,"not matched: 41.35, ['Point Grey', (49.2638286, -123.185672)]"
Barcelos Flame Grilled Chicken,49.1980174,-122.9786494,"partially matched: 59.57, ['Barcelos', (49.1980659, -122.9788287)]"
Deja Brew,49.2636604,-123.1251297,"partially matched: 57.51, ['Deja Brew Coffeehouse + Fresh Food Cafe', (49.263561, -123.1252776)]"
Capilano Volkswagen,49.3235076,-123.1058994,"not matched: 23.51, ['BMO Bank of Montreal', (49.3239857, -123.1051682)]"
Valhalla Pure Outfitters,49.2628944,-123.1065447,"not matched: 35.68, ['Bogo Korean Kitchen', (49.2631873, -123.1062067)]"
The Bay,49.3279077339,-123.1357676204,"not matched: 33.84, ['Blaze Pizza', (49.3276235, -123.13544)]"
Venetis Pizza,49.1768589,-122.868506,"not matched: 35.83, ['Mezbaan Indian & Indo Chinese Food', (49.1769893, -122.8683199)]"
Festal Paleo Cafe,49.2852266,-123.1144931,"not matched: 39.34, ['Quantum Coffee', (49.2850193, -123.1145937)]"
Tireland Performance Centre,49.3084611,-123.0733225,not matched
Vera's Burger Shack,49.2589048,-123.100842,"not matched: 40.9, ['Hyde Restaurant & Lounge', (49.258682, -123.1008854)]"
BC Matchmakers,49.2850456664,-123.1192175299,"not matched: 36.83, ['Blackbird', (49.2851463, -123.1184912)]"
INC Business Lawyers,49.1268802,-123.0973005,not matched
Gramma Publications,49.2661782,-123.069705,"not matched: 43.08, ['La Pache Pizza', (49.2661695, -123.0694931)]"
Donair Town,49.2627372236,-122.8888057172,not matched
G-men Ramen,49.1784915816,-123.1298211905,"not matched: 45.85, ['Chengdu Spicy Restaurant', (49.1784638, -123.1298745)]"
Club 16 Trevor Linden,49.2897954716,-123.1158699145,"not matched: 22.29, ['Tap & Barrel', (49.2898003, -123.116892)]"
A&W,49.2859448,-123.1122271,"matched: 97.9, ['A&W', (49.2858989, -123.1122871)]"
Tisol,49.2617583,-123.1527993,"not matched: 23.43, ['Trees Organic', (49.2623651, -123.1532375)]"
Port Moody Public Library,49.2827514627,-122.8296366019,"partially matched: 78.18, ['Port Moody Library', (49.2825169, -122.8296495)]"
Dollar Tree,49.2806804,-123.1001951,"not matched: 36.62, ['VPL Carnegie Branch', (49.281056, -123.1000064)]"
J & L Aquatics,49.2526229,-122.9183812,not matched
Van City Seaplanes,49.178201,-123.170189,not matched
Akash Chat House & Restaurant,49.1488926,-122.8654273,not matched
